,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6775,6775,746821127488035321,2024-12-25,city scrape,485054054,within an hour,100%,100%,t,8,8,"['email', 'phone']","Athina, Greece",37.9815091,23.7380563,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Self check-in"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Oven"", ""Lockbox"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Wifi""]",156.0,1,365,1,1,1125,1125,1.0,1125.0,15,44,74,343,30,12,0,4.9,4.93,4.97,4.93,4.97,4.9,4.9,00001781994,8,8,0,0,1.17
6776,6776,746828845500009505,2024-12-25,city scrape,485054054,within an hour,100%,100%,t,8,8,"['email', 'phone']","Athina, Greece",37.9815091,23.7380563,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Kitchen"", ""Body soap"", ""Wifi"", ""Coffee maker""]",138.0,1,365,1,1,1125,1125,1.0,1125.0,23,53,83,355,19,1,0,4.95,4.95,5.0,4.95,5.0,4.84,4.84,00001782009,8,8,0,0,0.72
6777,6777,746837885753187170,2024-12-25,city scrape,485054054,within an hour,100%,100%,t,8,8,"['email', 'phone']","Athina, Greece",37.9815091,23.7380563,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Dishes and silverware"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Hot water"", ""Oven"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""First aid kit"", ""Extra pillows and blankets"", ""Board games"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",177.0,1,365,1,1,365,365,1.0,365.0,13,34,64,283,12,0,0,4.92,4.92,5.0,4.75,4.83,4.83,4.83,00001782020,8,8,0,0,0.46
6778,6778,746841342634010876,2024-12-25,city scrape,485054054,within an hour,100%,100%,t,8,8,"['email', 'phone']","Athina, Greece",37.9815091,23.7380563,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Kitchen"", ""Body soap"", ""Wifi"", ""Coffee maker""]",146.0,1,365,1,1,1125,1125,1.0,1125.0,0,0,0,85,19,0,0,4.79,4.89,4.74,4.74,4.68,4.74,4.74,00001782020,8,8,0,0,0.73
6779,6779,746845188625191683,2024-12-25,city scrape,485054054,within an hour,100%,100%,t,8,8,"['email', 'phone']","Athina, Greece",37.9815091,23.7380563,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Air conditioning"", ""City skyline view"", ""Kitchen"", ""Iron"", ""Self check-in"", ""TV"", ""Hair dryer"", ""Lockbox"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Wifi""]",183.0,1,365,1,1,365,365,1.0,365.0,13,43,73,342,6,0,0,4.83,5.0,4.83,4.67,4.83,5.0,5.0,00001782056,8,8,0,0,0.23
6780,6780,746875160478368481,2024-12-25,city scrape,485054054,within an hour,100%,100%,t,8,8,"['email', 'phone']","Athina, Greece",37.9815091,23.7380563,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Self check-in"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Refrigerator"", ""Essentials"", ""Lockbox"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Wifi"", ""Coffee maker""]",152.0,1,365,1,1,1125,1125,1.0,1125.0,22,50,78,349,8,0,0,4.63,5.0,4.63,4.75,4.75,4.75,4.75,00001781968,8,8,0,0,0.32
6782,6782,747550542332247677,2024-12-25,city scrape,4145729,within an hour,100%,100%,f,7,9,"['email', 'phone', 'work_email']",,37.99539,23.76667,Entire condo,Entire home/apt,6,2.0,3.0,3.0,"[""Heating - split type ductless system"", ""Breakfast"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Trash compactor"", ""Electric stove"", ""Hangers"", ""Freezer"", ""Elevator"", ""52 inch HDTV with Netflix, premium cable"", ""Hot water"", ""Books and reading material"", ""Oven"", ""Blender"", ""Baking sheet"", ""Paid clamp on table seat high chair - available upon request"", ""Microwave"", ""Paid parking on premises"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Paid crib - available upon request"", ""Cleaning available during stay"", ""Bed linens"", ""Mini fridge"", ""Paid parking garage off premises"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Single level home"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Central heating"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Coffee maker: espresso machine, Nespresso"", ""Baby bath"", ""Wifi""]",183.0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,0,,,,,,,,00001796854,1,1,0,0,
6793,6793,748570330726743799,2024-12-26,city scrape,485573401,,,99%,f,8,8,"['email', 'phone']","Athina, Greece",37.9768906,23.7308544,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Induction stove"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Zealots body soap"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Zealots conditioner"", ""Safe"", ""Cooking basics"", ""Drying rack for clothing"", ""Crib - available upon request"", ""Hangers"", ""Freezer"", ""Elevator"", ""Hot water"", ""Keypad"", ""High chair - available upon request"", ""Long term stays allowed"", ""Window AC unit"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""42 inch HDTV"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Outdoor furniture"", ""Private patio or balcony"", ""Kitchen"", ""Zealots shampoo"", ""Pack \u2019n play/Travel crib - available upon request"", ""Fire extinguisher"", ""Coffee maker: espresso machine, Nespresso"", ""Wifi"", ""Clothing storage: dresser""]",140.0,2,365,2,2,1125,1125,2.0,1125.0,0,0,0,83,40,17,0,4.8,4.8,4.8,4.83,4.9,4.98,4.65,00001799073,8,8,0,0,1.85
6794,6794,748584872809754031,2024-12-25,city scrape,485573401,,,99%,f,8,8,"['email', 'phone']","Athina, Greece",37.9768906,23.7308544,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Induction stove"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Zealots body soap"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Zealots conditioner"", ""Safe"", ""Cooking basics"", ""Lockbox"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""High chair"", ""Clothing storage: closet"", ""Crib"", ""Hot water"", ""Long term stays allowed"", ""Window AC unit"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Paid parking garage off premises"", ""42 inch HDTV"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Single level home"", ""Kitchen"", ""Zealots shampoo"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",140.0,2,365,2,2,1125,1125,2.0,1125.0,0,0,0,52,13,1,0,4.69,4.77,4.77,4.77,4.77,4.85,4.62,00001799094,8,8,0,0,0.63
6804,6804,749323660698460535,2024-12-26,city scrape,485697946,within an hour,100%,99%,t,3,3,"['email', 'phone']","Athina, Greece",37.9767225,23.7307196,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Smoking allowed"", ""Cleaning products"", ""Papoutsani shampoo"", ""Shower gel"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Bosh stainless steel oven"", ""Toaster"", ""Essentials"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Self check-in"", ""Drying rack for clothing"", ""Portable heater"", ""Crib - available upon request"", ""Bosch stainless steel electric stove"", ""Pets allowed"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Aik refrigerator"", ""Hot water"", ""Laundromat nearby"", ""Smart lock"", ""43 inch HDTV"", ""Microwave"", ""Long term stays allowed"", ""Window AC unit"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Mini fridge"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Wine glasses"", ""Babysitter recommendations"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Papoutsani body soap"", ""Kitchen"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",115.0,2,1125,2,2,1125,1125,2.0,1125.0,6,26,47,144,87,29,1,4.92,4.92,4.98,4.91,4.99,4.94,4.87,00001152051,3,3,0,0,3.37
6805,6805,749344207329455252,2024-12-25,city scrape,185307773,within an hour,100%,100%,t,4,4,['phone'],"Athina, Greece",37.991028,23.7340886,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Induction stove"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Private hot tub - available all year, open 24 hours"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Ocean view"", ""Heating"", ""Dedicated workspace"", ""Park view"", ""Cooking basics"", ""Self check-in"", ""Ethernet connection"", ""Sun loungers"", ""Hangers"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Garden view"", ""Hot water"", ""Laundromat nearby"", ""Baking sheet"", ""Smart lock"", ""Sea view"", ""43 inch HDTV"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""Hammock"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Mountain view"", ""Bed linens"", ""Mini fridge"", ""Outdoor dining area"", ""Shampoo"", ""Mosquito net"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Harbor view"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",127.0,2,365,1,3,1125,1125,2.7,1125.0,19,43,73,339,142,78,3,4.91,4.9,4.95,4.92,4.96,4.63,4.73,00002187960,4,4,0,0,5.49
6807,6807,757934076918638057,2024-12-25,city scrape,240612421,within an hour,100%,100%,t,16,16,"['email', 'phone']","Athina, Greece",37.97732,23.73112,Entire condo,Entire home/apt,4,2.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""32 inch HDTV with Netflix"", ""Hangers"", ""Clothing storage: closet"", ""Crib"", ""Hot water"", ""Private hot tub"", ""Laundromat nearby"", ""Microwave"", ""Window AC unit"", ""City skyline view"", ""Iron"", ""Private outdoor pool - available all year, open 24 hours, heated, pool cover"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Dining table"", ""Single level home"", ""Private patio or balcony"", ""Kitchen"", ""Body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Elevator"", ""Wifi""]",195.0,2,20,2,3,1125,1125,2.6,1125.0,9,30,52,275,115,50,2,4.99,4.97,4.97,4.97,5.0,4.97,4.89,00002702509,14,14,0,0,4.5
6818,6818,749831841808802904,2024-12-25,city scrape,485775494,within an hour,100%,100%,f,4,8,"['email', 'phone']","Athina, Greece",37.9813561,23.7250377,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,"[""Coffee"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Cleaning products"", ""Papoutsani shampoo"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Keypad"", ""Laundromat nearby"", ""Long term stays allowed"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Morris refrigerator"", ""Paid parking garage off premises"", ""Mosquito net"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""43 inch HDTV with standard cable"", ""Papoutsani body soap"", ""Kitchen"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker: espresso machine""]",106.0,1,365,1,1,365,365,1.0,365.0,29,59,89,310,7,3,0,4.43,4.57,5.0,4.57,4.71,3.57,4.43,00001660648,4,4,0,0,0.28
6821,6821,750651508404088691,2024-12-25,city scrape,176019049,within an hour,100%,100%,f,1,2,"['email', 'phone']","Athina, Greece",37.98233,23.76146,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"[""Heating - split type ductless system"", ""Induction stove"", ""Coffee"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Cooking basics"", ""Drying rack for clothing"", ""Private entrance"", ""Hangers"", ""Hot water"", ""Oven"", ""Keypad"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",110.0,2,90,2,2,1125,1125,2.0,1125.0,26,56,86,361,5,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00001802315,1,1,0,0,0.2
6836,6836,763016929936878091,2024-12-25,city scrape,72703599,within an hour,100%,100%,t,6,7,"['email', 'phone']","Athina, Greece",37.97247209354485,23.720052261376942,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"[""Host greets you"", ""Heating - split type ductless system"", ""Induction stove"", ""Coffee"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""Hot water"", ""Oven"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Courtyard view"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Bathtub"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Single level home"", ""Outdoor furniture"", ""Private patio or balcony"", ""Kitchen"", ""Body soap"", ""Piano"", ""Wifi""]",105.0,3,59,3,3,1125,1125,3.0,1125.0,19,44,71,269,76,41,1,4.97,4.93,4.93,4.97,5.0,4.97,4.92,00001825880,1,1,0,0,3.1
6837,6837,763604258003922456,2024-12-25,city scrape,105476267,within an hour,100%,100%,f,1,2,"['email', 'phone']","Athina, Greece",37.96795,23.74691,Entire home,Entire home/apt,10,3.0,5.0,5.0,"[""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Drying rack for clothing"", ""Private entrance"", ""Clothing storage"", ""Electric stove"", ""Hangers"", ""Freezer"", ""Hot water"", ""Oven"", ""Resort access"", ""Baking sheet"", ""Long term stays allowed"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""AC - split type ductless system"", ""Shampoo"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Single level home"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Backyard"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""36 inch HDTV with premium cable"", ""Piano"", ""Wifi""]",109.0,3,60,3,3,60,60,3.0,60.0,24,54,84,359,14,8,0,4.57,4.21,4.36,4.71,4.93,4.71,4.29,00001823558,1,1,0,0,0.74
6840,6840,761330594957746156,2024-12-25,city scrape,330622463,within an hour,100%,100%,t,59,63,"['email', 'phone']","Athina, Greece",37.963975,23.7289066,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Indoor fireplace: electric"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Elemis conditioner"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Toaster"", ""Private hot tub - available all year, open 24 hours"", ""Essentials"", ""Housekeeping available from 9:00\u202fAM to 3:30\u202fAM, every day - available at extra cost"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Stainless steel electric stove"", ""Lockbox"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Ethernet connection"", ""Private entrance"", ""Sun loungers"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Books and reading material"", ""Blender"", ""Laundromat nearby"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Paid crib - available upon request"", ""Aqua Senses shampoo"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Paid parking garage off premises"", ""Mosquito net"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Single level home"", ""53 inch HDTV with Netflix"", ""Coffee maker: drip coffee maker, Nespresso"", ""Paid standalone high chair - available upon request"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Aqua Senses body soap"", ""Wifi""]",167.0,1,365,1,1,365,365,1.0,365.0,25,55,85,356,114,50,1,4.83,4.86,4.87,4.89,4.96,4.75,4.75,00001788626,36,36,0,0,4.46
6847,6847,763644833165459333,2024-12-26,city scrape,488159235,within an hour,75%,100%,t,3,5,['phone'],"Athens, Greece",37.97411551898128,23.731642788791227,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Toaster"", ""Private hot tub - available all year, open 24 hours"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Ceiling fan"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Self check-in"", ""Drying rack for clothing"", ""65 inch TV"", ""Electric stove"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Smart lock"", ""Microwave"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Kitchen"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",194.0,1,10,1,1,10,10,1.0,10.0,15,42,72,156,12,7,1,4.92,4.92,4.75,5.0,5.0,5.0,4.92,01237713804,3,3,0,0,0.82
6851,6851,764421921462006653,2024-12-25,city scrape,159915351,within an hour,100%,100%,f,1,1,"['email', 'phone']",,37.9670566,23.7346586,Entire rental unit,Entire home/apt,8,1.5,3.0,4.0,"[""Host greets you"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Drying rack for clothing"", ""Electric stove"", ""Hangers"", ""Sound system"", ""Hot water"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Fireplace guards"", ""Bed linens"", ""Paid parking garage off premises"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Bathtub"", ""Smoke alarm"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",120.0,2,365,2,5,365,365,2.4,365.0,18,43,73,287,8,7,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,00003045140,1,1,0,0,0.52
6854,6854,762345989932114755,2024-12-26,city scrape,439960564,within an hour,100%,100%,t,32,33,"['email', 'phone', 'work_email']","Athina, Greece",37.97398254818531,23.73053610164352,Entire rental unit,Entire home/apt,5,2.5,2.0,3.0,"[""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Safe"", ""Cooking basics"", ""Lockbox"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""Hot water"", ""Oven"", ""Microwave"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Paid crib - available upon request"", ""Bed linens"", ""AC - split type ductless system"", ""Bosch electric stove"", ""Outdoor dining area"", ""Shampoo"", ""Mosquito net"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Board games"", ""Private patio or balcony"", ""Paid booster seat high chair - available upon request"", ""Kitchen"", ""Body soap"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""40 inch HDTV with standard cable"", ""Wifi"", ""Coffee maker: espresso machine""]",176.0,1,365,2,2,365,365,2.0,365.0,15,30,60,307,118,47,1,4.95,4.96,4.97,4.94,4.99,4.99,4.92,00002933393,25,25,0,0,4.78
6860,6860,775243813560028682,2024-12-26,city scrape,463995354,,,100%,f,4,4,"['email', 'phone']",,37.97865,23.72586,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Dishes and silverware"", ""Conditioner"", ""Shower gel"", ""43 inch TV with Netflix"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Clothing storage"", ""Pets allowed"", ""Hangers"", ""Crib"", ""Hot water"", ""Oven"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Hot water kettle"", ""Dining table"", ""Babysitter recommendations"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Portable fans"", ""Wifi"", ""Coffee maker: espresso machine""]",100.0,1,365,2,2,30,30,2.0,30.0,26,56,86,361,2,2,0,4.5,4.5,4.5,5.0,5.0,5.0,5.0,00001283683,4,4,0,0,0.23
6862,6862,775260364303422898,2024-12-26,city scrape,463995354,,,100%,f,4,4,"['email', 'phone']",,37.97865,23.72586,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Long term stays allowed"", ""Air conditioning"", ""Kitchen"", ""Iron"", ""Pets allowed"", ""Hangers"", ""43 inch TV with Netflix"", ""Hair dryer"", ""Shampoo"", ""Crib"", ""Essentials"", ""Hot water"", ""Self check-in"", ""Smart lock"", ""Wifi""]",103.0,1,365,2,2,30,30,2.0,30.0,25,55,85,360,1,1,0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,00001309508,4,4,0,0,0.11
6863,6863,765028835330835713,2024-12-25,city scrape,114156592,within an hour,100%,100%,t,297,310,"['email', 'phone', 'work_email']","Athina, Greece",37.96625681665554,23.72910769869382,Entire condo,Entire home/apt,6,2.0,2.0,3.0,"[""Luggage dropoff allowed"", ""Mastic Spa conditioner"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Mastic Spa shampoo"", ""Free dryer \u2013 In unit"", ""Heating"", ""Safe"", ""Dedicated workspace"", ""Cooking basics"", ""Self check-in"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Crib - available upon request"", ""Clothing storage"", ""Electric stove"", ""Hangers"", ""Sound system"", ""Hot water"", ""Mastic Spa body soap"", ""Microwave"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""Window AC unit"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Mosquito net"", ""Coffee maker: drip coffee maker, espresso machine"", ""Building staff"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Babysitter recommendations"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""Kitchen"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""55 inch HDTV with Netflix"", ""Wifi""]",183.0,1,1125,1,2,1125,1125,2.0,1125.0,10,31,57,327,19,5,0,4.79,4.89,4.89,5.0,5.0,4.79,4.63,00001822950,58,42,15,0,0.77
