,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5840,5840,632979001612975008,2024-12-25,city scrape,17751979,within an hour,100%,99%,t,9,11,"['email', 'phone']","Athina, Greece",37.98248,23.71784,Room in aparthotel,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Self check-in"", ""TV"", ""Hair dryer"", ""Crib"", ""Fire extinguisher"", ""Keypad"", ""Smoke alarm"", ""Heating"", ""First aid kit"", ""Wifi""]",84.0,1,365,1,1,365,365,1.0,365.0,27,57,87,362,16,9,2,4.81,4.94,5.0,4.94,4.94,4.88,4.69,1212786,9,8,1,0,0.52
5882,5882,638909913911641113,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.01244,23.7289,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""40 inch TV"", ""Dedicated workspace"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Oven"", ""Stove"", ""Microwave"", ""Long term stays allowed"", ""Window AC unit"", ""Iron"", ""Bed linens"", ""Outdoor dining area"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",28.0,7,90,7,7,1125,1125,7.0,1125.0,0,11,41,316,3,1,0,5.0,5.0,4.67,5.0,5.0,4.0,5.0,00002390072,44,19,25,0,0.1
5895,5895,640202405792633449,2024-12-26,previous scrape,230510471,within an hour,100%,99%,t,2,2,"['email', 'phone']","Athens,  Attica, Greece",37.969063,23.745432,Private room in rental unit,Private room,1,,,,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Smoking allowed"", ""Cleaning products"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Record player"", ""Essentials"", ""Game console"", ""Dedicated workspace"", ""Park view"", ""Cooking basics"", ""Self check-in"", ""Lockbox"", ""Drying rack for clothing"", ""Portable heater"", ""Electric stove"", ""Hangers"", ""Sound system"", ""Hot water"", ""Oven"", ""Blender"", ""Laundromat nearby"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Bathtub"", ""Hot water kettle"", ""Dining table"", ""Babysitter recommendations"", ""First aid kit"", ""Extra pillows and blankets"", ""Central heating"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Portable fans"", ""Wifi"", ""Coffee maker""]",,2,35,2,2,1125,1125,2.0,1125.0,0,0,0,0,100,34,0,4.93,4.96,4.79,4.93,4.95,4.84,4.89,00001572404,2,0,2,0,3.23
5909,5909,641009834731240304,2024-12-25,city scrape,561720,within an hour,100%,100%,f,5,10,"['email', 'phone']",,38.03015,23.74319,Private room in townhouse,Private room,2,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Electric stove"", ""Hangers"", ""Paid washer \u2013 In building"", ""Clothing storage: closet"", ""Hot water"", ""Books and reading material"", ""Oven"", ""Baking sheet"", ""Long term stays allowed"", ""Window AC unit"", ""Hammock"", ""Iron"", ""Bed linens"", ""Outdoor dining area"", ""Bathtub"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Portable fans"", ""Wifi""]",32.0,1,365,1,1,365,365,1.0,365.0,26,56,86,361,22,5,0,4.64,4.55,4.77,4.91,4.82,4.55,4.68,00001588106,5,1,4,0,0.8
5911,5911,641041554523337275,2024-12-25,city scrape,561720,within an hour,100%,100%,f,5,10,"['email', 'phone']",,38.03015,23.74332,Private room in townhouse,Private room,2,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Patio or balcony"", ""Paid washer \u2013 In building"", ""Hot water"", ""Books and reading material"", ""Oven"", ""Stove"", ""Baking sheet"", ""Long term stays allowed"", ""Window AC unit"", ""Hammock"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Bathtub"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Backyard"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Fire extinguisher"", ""Portable fans"", ""Wifi""]",32.0,1,365,1,1,365,365,1.0,365.0,26,56,86,360,8,3,0,3.5,4.0,3.63,4.63,4.75,4.0,3.38,00001588106,5,1,4,0,0.26
5935,5935,636930442421397260,2024-12-26,city scrape,242497954,within an hour,100%,98%,t,8,14,['phone'],"Athina, Greece",37.97740936279297,23.72463607788086,Room in boutique hotel,Private room,3,1.0,1.0,3.0,"[""Outdoor furniture"", ""Private patio or balcony"", ""Air conditioning"", ""City skyline view"", ""Self check-in"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Resort access"", ""Heating"", ""First aid kit"", ""Smart lock"", ""Wifi""]",83.0,2,20,1,1,11,21,1.0,19.9,23,53,83,345,20,9,1,5.0,5.0,5.0,5.0,5.0,4.95,4.95,00001584140,8,0,8,0,0.65
5943,5943,643360461489637626,2024-12-26,previous scrape,242497954,within an hour,100%,98%,t,8,14,['phone'],,37.9786,23.72557,Room in boutique hotel,Private room,2,,1.0,,"[""Dishes and silverware"", ""Exterior security cameras on property"", ""24 inch HDTV"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Heating"", ""Self check-in"", ""Smart lock"", ""Beach access \u2013 Beachfront"", ""City skyline view"", ""Outdoor dining area"", ""Smoke alarm"", ""First aid kit"", ""Outdoor furniture"", ""Kitchen"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Wifi""]",,1,21,1,1,11,21,1.0,19.9,12,38,68,322,13,1,0,5.0,4.92,4.92,5.0,5.0,5.0,4.92,00001584114,8,0,8,0,0.43
5956,5956,643925921045811536,2024-12-26,city scrape,242497954,within an hour,100%,98%,t,8,14,['phone'],,37.97817,23.72393,Room in boutique hotel,Private room,3,1.0,1.0,2.0,"[""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""Hair dryer"", ""Shower gel, shampoo, hair cream body soap"", ""Essentials"", ""Self check-in"", ""Private entrance"", ""Hangers"", ""Hot water"", ""Laundromat nearby"", ""Smart lock"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Window guards"", ""AC - split type ductless system"", ""Mini fridge"", ""Shampoo"", ""Smoke alarm"", ""Hot water kettle"", ""First aid kit"", ""Outdoor furniture"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",82.0,2,20,1,1,11,21,1.0,19.9,23,49,79,351,17,1,1,4.88,4.71,4.94,5.0,4.94,5.0,4.82,00001584299,8,0,8,0,0.55
5968,5968,648315386699266172,2024-12-25,city scrape,263866749,within a few hours,100%,84%,t,1,1,"['email', 'phone']",,37.9857,23.74253,Private room in townhouse,Private room,2,1.0,1.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Books and reading material"", ""Oven"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""Coffee maker: drip coffee maker, espresso machine"", ""Bathtub"", ""BBQ grill"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Portable fans"", ""HDTV"", ""Wifi""]",43.0,3,6,3,3,6,6,3.0,6.0,21,21,25,25,35,17,0,5.0,5.0,5.0,5.0,5.0,5.0,4.97,00001613873,1,0,1,0,1.15
5976,5976,645937361452016140,2024-12-26,previous scrape,40921063,within an hour,100%,89%,f,21,38,"['email', 'phone']","Athina, Greece",38.00939959999999,23.7361802,Private room in rental unit,Private room,1,,4.0,,"[""Air conditioning"", ""Kitchen"", ""Self check-in"", ""Outdoor dining area"", ""Refrigerator"", ""Lockbox"", ""Heating"", ""Dedicated workspace"", ""Wifi""]",,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,3,1,0,4.67,4.0,4.0,5.0,5.0,4.33,4.33,00001628488,13,0,13,0,0.11
6026,6026,657142814637957340,2024-12-25,city scrape,116449471,within an hour,100%,82%,t,2,2,"['email', 'phone']",,37.9969,23.73126,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Drying rack for clothing"", ""Portable heater"", ""Stainless steel oven"", ""Ethernet connection"", ""Pets allowed"", ""Hangers"", ""Freezer"", ""Hot water"", ""Books and reading material"", ""Coffee maker: french press, pour-over coffee"", ""Stove"", ""Blender"", ""Laundromat nearby"", ""Baking sheet"", ""Room-darkening shades"", ""Clothing storage: closet, wardrobe, and dresser"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Paid parking garage off premises"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""First aid kit"", ""Single level home"", ""Game console: PS4"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Elevator"", ""Portable fans"", ""Wifi""]",18.0,2,365,2,2,365,365,2.0,365.0,21,51,81,171,40,18,0,4.75,4.8,4.48,4.8,4.85,4.35,4.8,1680645,2,0,2,0,1.43
6027,6027,657162754790168623,2024-12-25,city scrape,116449471,within an hour,100%,82%,t,2,2,"['email', 'phone']",,37.997038380876056,23.731275685939096,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Bosch stainless steel oven"", ""Cleaning products"", ""Shower gel"", ""Samsung refrigerator"", ""Hair dryer"", ""Essentials"", ""Clothing storage: closet and wardrobe"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Portable heater"", ""Drying rack for clothing"", ""Bidet"", ""Electric stove"", ""Pets allowed"", ""Hangers"", ""Freezer"", ""Hot water"", ""Books and reading material"", ""Blender"", ""Baking sheet"", ""Long term stays allowed"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Paid parking garage off premises"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Single level home"", ""Game console: PS4"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Free street parking"", ""Kitchen"", ""Radiant heating"", ""Body soap"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",17.0,2,365,2,2,365,365,2.0,365.0,19,49,79,169,31,17,0,4.74,4.81,4.42,4.71,4.94,4.45,4.68,1680645,2,0,2,0,1.32
6032,6032,651360386945766757,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.9623005,23.719888,Private room in rental unit,Private room,1,1.0,0.0,0.0,"[""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Smart lock"", ""TV"", ""Shampoo"", ""Refrigerator"", ""Hot water kettle"", ""Hot water"", ""Oven"", ""Stove"", ""Heating"", ""Self check-in"", ""Microwave"", ""Cooking basics"", ""Wifi"", ""Coffee maker""]",42.0,1,5,1,1,5,5,1.0,5.0,30,60,90,365,1,0,0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,00001500170,53,11,42,0,0.07
6033,6033,651370872616857181,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.96159107305441,23.71887587079453,Private room in rental unit,Private room,2,1.0,1.0,0.0,"[""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Hangers"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Hot water kettle"", ""Kitchen"", ""Wifi"", ""Coffee maker""]",45.0,1,5,1,1,5,5,1.0,5.0,30,60,90,365,0,0,0,,,,,,,,00001500191,53,11,42,0,
6043,6043,658501065601068411,2024-12-26,previous scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']","Athina, Greece",37.9840941,23.7244671,Room in hotel,Private room,4,,1.0,,"[""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Safe"", ""Self check-in"", ""Hangers"", ""Crib"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Building staff"", ""First aid kit"", ""Free street parking"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,22,45,70,318,1,0,0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,1250239,8,0,8,0,0.07
6045,6045,651435294639891351,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.96194,23.72096,Private room in rental unit,Private room,2,1.0,0.0,0.0,"[""Air conditioning"", ""Kitchen"", ""Shampoo"", ""Hot water kettle"", ""Wifi""]",50.0,1,5,1,1,5,5,1.0,5.0,30,60,90,365,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,00001500219,53,11,42,0,0.07
6046,6046,651440453584227870,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.96186,23.71881,Private room in rental unit,Private room,2,1.0,1.0,0.0,"[""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Hangers"", ""TV"", ""Shampoo"", ""Refrigerator"", ""Hot water"", ""Hot water kettle"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Coffee maker""]",34.0,1,18,1,1,18,18,1.0,18.0,30,60,90,365,0,0,0,,,,,,,,00001500245,53,11,42,0,
6049,6049,658558438525949859,2024-12-26,previous scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']",,37.9840941,23.7244671,Room in hotel,Private room,3,,1.0,,"[""Air conditioning"", ""Iron"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hangers"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Crib"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Building staff"", ""Dedicated workspace"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,30,60,90,357,0,0,0,,,,,,,,1250239,8,0,8,0,
6050,6050,658558500949144120,2024-12-26,previous scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']","Athina, Greece",37.9840941,23.7244671,Room in hotel,Private room,2,,1.0,,"[""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Safe"", ""Self check-in"", ""Hangers"", ""Crib"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Building staff"", ""First aid kit"", ""Free street parking"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,30,60,90,363,0,0,0,,,,,,,,1250239,8,0,8,0,
6051,6051,658642412895355672,2024-12-26,previous scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']",,37.9840941,23.7244671,Room in hotel,Private room,2,,1.0,,"[""Air conditioning"", ""Iron"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hangers"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Crib"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Building staff"", ""Dedicated workspace"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,30,60,88,358,2,0,0,4.5,5.0,5.0,5.0,5.0,4.0,4.5,1250239,8,0,8,0,0.07
6052,6052,658650327636348246,2024-12-26,previous scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']","Athina, Greece",37.9840941,23.7244671,Room in hotel,Private room,2,,1.0,,"[""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Hangers"", ""Crib"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Building staff"", ""Free street parking"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,30,60,90,363,0,0,0,,,,,,,,1250239,8,0,8,0,
6053,6053,658652947265669717,2024-12-25,city scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']","Athina, Greece",37.9840941,23.7244671,Room in hotel,Private room,2,1.0,1.0,1.0,"[""Heating - split type ductless system"", ""Coffee"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Safe"", ""Crib - available upon request"", ""Clothing storage"", ""Hangers"", ""Hot water"", ""Private hot tub"", ""Laundromat nearby"", ""Air conditioning"", ""Iron"", ""Paid parking garage on premises \u2013 20 spaces"", ""Cleaning available during stay"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Bathtub"", ""Hot water kettle"", ""First aid kit"", ""Extra pillows and blankets"", ""Free street parking"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",102.0,1,365,1,1,365,365,1.0,365.0,24,54,84,350,9,2,0,4.56,4.67,5.0,5.0,5.0,3.67,4.11,1250239,8,0,8,0,0.35
6054,6054,658655184748473224,2024-12-26,previous scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']","Athina, Greece",37.9840941,23.7244671,Room in hotel,Private room,2,,1.0,,"[""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Hangers"", ""Crib"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Building staff"", ""Free street parking"", ""Body soap"", ""Fire extinguisher"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,30,60,90,360,1,0,0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1250239,8,0,8,0,0.04
6057,6057,651804194123453340,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.96132,23.72089,Private room in rental unit,Private room,2,1.0,0.0,0.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Bed linens"", ""TV"", ""Shampoo"", ""Refrigerator"", ""Hot water kettle"", ""Essentials"", ""Hot water"", ""Stove"", ""Heating"", ""Wifi""]",47.0,1,5,1,1,5,5,1.0,5.0,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00001500266,53,11,42,0,0.05
6058,6058,651805902680429381,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.96297,23.72057,Private room in rental unit,Private room,2,1.0,0.0,0.0,"[""Air conditioning"", ""Dishes and silverware"", ""Hangers"", ""Bed linens"", ""TV"", ""Shampoo"", ""Refrigerator"", ""Hot water kettle"", ""Essentials"", ""Hot water"", ""Oven"", ""Stove"", ""Heating"", ""Microwave"", ""Wifi""]",54.0,1,12,1,1,12,12,1.0,12.0,30,60,83,358,4,0,0,5.0,5.0,5.0,4.5,5.0,4.5,4.75,00001500287,53,11,42,0,0.13
6059,6059,651807535034518208,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.96126,23.72031,Private room in rental unit,Private room,2,1.0,0.0,0.0,"[""Air conditioning"", ""Bed linens"", ""Shampoo"", ""Refrigerator"", ""Wifi""]",39.0,1,5,1,1,5,5,1.0,5.0,30,60,90,365,0,0,0,,,,,,,,00001500304,53,11,42,0,
6060,6060,658659694044821149,2024-12-26,previous scrape,40921063,within an hour,100%,89%,f,21,38,"['email', 'phone']","Athina, Greece",38.01002,23.73684,Private room in rental unit,Private room,1,,,,"[""Air conditioning"", ""Kitchen"", ""Lock on bedroom door"", ""Self check-in"", ""Washer"", ""Outdoor dining area"", ""Lockbox"", ""Heating"", ""Dedicated workspace"", ""Wifi""]",,3,365,3,3,365,365,3.0,365.0,0,0,0,0,3,0,0,4.0,4.0,3.33,5.0,4.33,3.67,3.67,00001628488,13,0,13,0,0.11
6062,6062,658670009751497173,2024-12-26,previous scrape,466342646,within an hour,67%,100%,f,8,8,"['email', 'phone']","Athina, Greece",37.9840941,23.7244671,Room in hotel,Private room,2,,1.0,,"[""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Hangers"", ""Crib"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Building staff"", ""First aid kit"", ""Free street parking"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,29,59,88,357,0,0,0,,,,,,,,1250239,8,0,8,0,
6063,6063,658717269880941968,2024-12-25,city scrape,242497954,within an hour,100%,98%,t,8,14,['phone'],"Athina, Greece",37.97641,23.72498,Room in boutique hotel,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Private entrance"", ""Hangers"", ""Hot water"", ""Laundromat nearby"", ""Resort access"", ""Smart lock"", ""Long term stays allowed"", ""Hammock"", ""City skyline view"", ""Paid parking off premises"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Window guards"", ""Mini fridge"", ""Outdoor dining area"", ""Shampoo"", ""Smoke alarm"", ""Hot water kettle"", ""First aid kit"", ""Outdoor furniture"", ""Private patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Body soap"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",91.0,2,21,1,1,11,21,1.0,19.8,19,49,79,326,68,22,0,4.94,4.97,5.0,4.99,4.97,4.91,5.0,00001584363,8,0,8,0,2.24
6064,6064,658744303833415861,2024-12-26,city scrape,242497954,within an hour,100%,98%,t,8,14,['phone'],,37.97694,23.72372,Room in boutique hotel,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Private entrance"", ""Hangers"", ""Hot water"", ""Laundromat nearby"", ""Resort access"", ""Smart lock"", ""Long term stays allowed"", ""Paid parking off premises"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Window guards"", ""Mini fridge"", ""Shampoo"", ""Smoke alarm"", ""Hot water kettle"", ""First aid kit"", ""Outdoor furniture"", ""Backyard"", ""Body soap"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",81.0,1,365,1,1,11,21,1.0,19.9,17,47,77,344,18,1,0,5.0,4.83,5.0,5.0,5.0,4.83,4.89,00001584040,8,0,8,0,0.6
6065,6065,658773560957687706,2024-12-25,city scrape,242497954,within an hour,100%,98%,t,8,14,['phone'],,37.97634,23.72368,Room in boutique hotel,Private room,4,1.0,1.0,8.0,"[""Air conditioning"", ""City skyline view"", ""Self check-in"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Outdoor dining area"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating"", ""First aid kit"", ""Smart lock"", ""Wifi""]",92.0,2,20,1,1,11,21,1.0,19.8,21,50,80,346,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00001584013,8,0,8,0,0.07
6067,6067,651809732152996655,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']","Athina, Greece",37.96128,23.7202,Private room in rental unit,Private room,2,1.0,0.0,0.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Bed linens"", ""TV"", ""Shampoo"", ""Refrigerator"", ""Hot water"", ""Oven"", ""Hot water kettle"", ""Heating"", ""Microwave"", ""Wifi""]",47.0,1,5,1,1,5,5,1.0,5.0,30,60,90,365,0,0,0,,,,,,,,00001500310,53,11,42,0,
