,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
9932,9932,1044098867519013457,2024-12-26,previous scrape,240367992,within an hour,99%,100%,f,30,58,"['email', 'phone']",,38.0099,23.73458,Entire rental unit,Entire home/apt,2,,1.0,,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Toaster"", ""Bed linens"", ""Hair dryer"", ""Wifi"", ""Coffee maker""]",,1,365,1,1,365,365,1.0,365.0,0,0,0,0,0,0,0,,,,,,,,00001799010,17,17,0,0,
9960,9960,1044792678415399984,2024-12-26,previous scrape,389089363,within an hour,99%,99%,f,19,21,"['email', 'phone', 'work_email']","Athina, Greece",38.0022727,23.7432154,Entire rental unit,Entire home/apt,3,,1.0,,"[""Paid high chair"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hangers"", ""Freezer"", ""Garden view"", ""Hot water"", ""Oven"", ""Laundromat nearby"", ""Baking sheet"", ""Paid crib"", ""Long term stays allowed"", ""Courtyard view"", ""Iron"", ""Clothing storage: wardrobe"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Wine glasses"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Carbon monoxide alarm"", ""Paid pack \u2019n play/travel crib"", ""Elevator"", ""Wifi""]",,2,730,1,2,1125,1125,1.0,1125.0,1,1,1,1,4,4,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,00002375622,18,18,0,0,0.33
10015,10015,1054219265903153430,2024-12-25,city scrape,378554931,within an hour,98%,93%,f,30,32,"['email', 'phone']",,37.963642,23.7269372,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""Carbon monoxide alarm"", ""TV"", ""Outdoor dining area"", ""Fire extinguisher"", ""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Dedicated workspace""]",$68.00,1,365,1,1,365,365,1.0,365.0,22,52,82,262,0,0,0,,,,,,,,00002393610,8,8,0,0,
10059,10059,1061513013641567154,2024-12-25,city scrape,347738713,within an hour,99%,99%,f,11,11,"['email', 'phone']",,37.98493015511955,23.71998827790986,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Heating - split type ductless system"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Dedicated workspace"", ""Safe"", ""Self check-in"", ""Private entrance"", ""Hangers"", ""Hot water"", ""Keypad"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Wifi""]",$32.00,1,20,1,1,20,1125,1.0,380.0,23,53,83,263,54,54,1,4.52,4.63,4.76,4.83,4.74,3.98,4.59,00002405306,11,10,1,0,5.38
10060,10060,1061520828842298416,2024-12-25,city scrape,347738713,within an hour,99%,99%,f,11,11,"['email', 'phone']",,37.98499780449016,23.720138481614693,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,"[""Heating - split type ductless system"", ""Coffee"", ""TV"", ""Hair dryer"", ""Dedicated workspace"", ""Safe"", ""Self check-in"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Keypad"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Elevator"", ""Wifi""]",$30.00,1,365,1,1,365,365,1.0,365.0,23,53,83,254,7,7,0,4.14,4.14,4.0,4.71,4.14,3.43,4.14,00002405873,11,10,1,0,0.66
10061,10061,1061524508849524179,2024-12-25,city scrape,347738713,within an hour,99%,99%,f,11,11,"['email', 'phone']",,37.98490478658952,23.72037988042604,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Shower gel"", ""TV"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Keypad"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Body soap"", ""Elevator"", ""Wifi""]",$35.00,1,365,1,1,365,365,1.0,365.0,28,58,88,268,60,60,4,4.53,4.72,4.8,4.82,4.68,3.78,4.55,00002405911,11,10,1,0,5.29
10293,10293,1075915572106103554,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.99422,23.74591,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""First aid kit"", ""Wifi"", ""Dedicated workspace""]",$40.00,1,365,1,1,365,365,1.0,365.0,30,60,90,270,2,2,0,3.0,5.0,5.0,3.0,3.5,3.5,3.0,00002360003,40,40,0,0,0.3
10298,10298,1076581550232175849,2024-12-25,city scrape,558503150,within an hour,97%,100%,f,27,27,"['email', 'phone']",,37.97804685696895,23.72457173743438,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Toaster"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Pool"", ""Heating"", ""Cooking basics"", ""Drying rack for clothing"", ""Sun loungers"", ""Private entrance"", ""Clothing storage"", ""Pets allowed"", ""Hangers"", ""Freezer"", ""Patio or balcony"", ""Hot water"", ""Oven"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""Coffee maker: drip coffee maker, espresso machine"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Outdoor furniture"", ""Kitchen"", ""Body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wifi""]",$261.00,1,30,1,2,30,31,1.9,30.0,23,53,83,292,95,29,0,4.8,4.89,4.73,4.73,4.73,4.86,4.63,00002935790,16,16,0,0,1.03
10311,10311,1076646492876864189,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.99374865994846,23.744621900264185,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Wifi""]",$47.00,1,365,1,1,365,365,1.0,365.0,27,57,87,267,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,00002359951,40,40,0,0,0.19
10458,10458,1086068938072812375,2024-12-25,city scrape,558503150,within an hour,97%,100%,f,27,27,"['email', 'phone']",,37.97917759693928,23.74462257278748,Entire condo,Entire home/apt,5,2.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Toaster"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Sun loungers"", ""Private entrance"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Patio or balcony"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Outdoor furniture"", ""Kitchen"", ""Body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Elevator"", ""Wifi""]",$234.00,1,365,1,2,31,365,1.9,357.4,20,50,80,349,52,12,0,4.85,4.73,4.81,4.94,4.81,4.94,4.75,00000131168,16,16,0,0,0.67
10474,10474,1086905173527838722,2024-12-25,city scrape,558503150,within an hour,97%,100%,f,27,27,"['email', 'phone']","Athina, Greece",37.97627,23.71767,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Host greets you"", ""Coffee"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Toaster"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Drying rack for clothing"", ""Clothing storage"", ""Pets allowed"", ""Hangers"", ""Hot water"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Kitchenette"", ""Elevator"", ""Wifi"", ""Coffee maker""]",$105.00,1,365,1,2,365,365,1.9,365.0,19,45,75,350,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00002873895,16,16,0,0,1.13
10583,10583,1102152431437656501,2024-12-25,city scrape,525590686,within an hour,96%,100%,f,21,22,"['email', 'phone']","Athina, Greece",37.98625,23.73616,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Electric stove"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Books and reading material"", ""Laundromat nearby"", ""Baking sheet"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Wifi""]",$87.00,1,60,1,1,1125,1125,1.0,1125.0,2,19,49,125,6,6,0,5.0,5.0,4.67,5.0,5.0,4.83,4.83,00002494693,18,18,0,0,0.8
10584,10584,1102158075446272051,2024-12-25,city scrape,525590686,within an hour,96%,100%,f,21,22,"['email', 'phone']","Athina, Greece",37.98607710333139,23.73820103092012,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Electric stove"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Baking sheet"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",$108.00,1,60,1,1,1125,1125,1.0,1125.0,24,51,79,142,7,7,0,5.0,5.0,5.0,4.71,5.0,4.57,5.0,00002494705,18,18,0,0,0.95
10600,10600,1102845516902103109,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']","Athina, Greece",37.9907386,23.7424031,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Crib - available upon request"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Private backyard"", ""Hot water"", ""Oven"", ""Stove"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""Mosquito net"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Elevator"", ""Wifi"", ""Coffee maker""]",$30.00,1,365,1,1,365,365,1.0,365.0,15,45,75,334,5,5,1,5.0,4.8,5.0,5.0,5.0,5.0,4.8,00002384868,40,40,0,0,0.51
10685,10685,1101911206409845406,2024-12-25,city scrape,525590686,within an hour,96%,100%,f,21,22,"['email', 'phone']","Συκιές, Greece",37.98778,23.74592,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Free dryer \u2013 In unit"", ""Dedicated workspace"", ""Cooking basics"", ""Self check-in"", ""Lockbox"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Coffee maker: espresso machine, french press, pour-over coffee"", ""Hot water"", ""Oven"", ""Stove"", ""Laundromat nearby"", ""Baking sheet"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$98.00,1,60,1,3,1125,1125,2.5,1125.0,16,46,73,146,2,2,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,00002835550,18,18,0,0,0.57
10794,10794,1112386572041846757,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.99409,23.74471,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Wifi""]",$100.00,1,365,1,1,365,365,1.0,365.0,8,38,68,248,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00002437979,40,40,0,0,0.3
10806,10806,1112539341164555113,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98207710993659,23.714756573082447,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Courtyard view"", ""Air conditioning"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Bed linens"", ""TV"", ""Mini fridge"", ""Hair dryer"", ""Shampoo"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,13,35,63,240,7,7,0,4.0,4.0,4.29,4.29,4.43,4.29,4.14,00002507806,90,90,0,0,1.37
10807,10807,1112541891763196636,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.981871556973424,23.71447691523926,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Courtyard view"", ""Air conditioning"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,15,40,64,237,3,3,0,4.0,4.0,4.33,4.33,4.0,3.67,4.33,00002507811,90,90,0,0,0.35
10808,10808,1112543899345361951,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.9829647,23.7137096,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Courtyard view"", ""Air conditioning"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,20,49,79,257,9,9,1,4.0,4.44,4.11,4.78,4.67,4.11,4.44,00002507827,90,90,0,0,1.03
10809,10809,1112551231683069721,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98216,23.71476,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Courtyard view"", ""Air conditioning"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,22,52,76,256,3,3,0,4.33,4.67,4.33,4.67,4.67,4.0,5.0,00002507928,90,90,0,0,0.43
10810,10810,1112555418868796659,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98251,23.71268,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,23,53,83,263,14,14,2,4.64,4.64,4.43,4.86,4.93,4.57,4.64,00002507949,90,90,0,0,1.6
10811,10811,1112557990439752238,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98205,23.71403,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,20,50,80,252,26,26,2,4.54,4.58,4.77,4.81,4.85,4.12,4.58,00002507933,90,90,0,0,2.99
10812,10812,1112560103127371169,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.9823,23.71274,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,21,51,81,261,14,14,3,4.57,4.71,4.36,4.93,4.79,4.5,4.79,00002507980,90,90,0,0,1.61
10813,10813,1112562388251822136,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.981997551175695,23.71480072247381,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,15,45,60,238,25,25,1,4.56,4.68,4.52,4.88,4.92,4.4,4.72,00002507912,90,90,0,0,2.92
10814,10814,1112564699743609628,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98197308060053,23.71484227743147,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,22,46,74,244,11,11,0,4.36,4.64,4.45,4.91,4.73,4.45,4.45,00002507874,90,90,0,0,1.38
10815,10815,1112566999777275090,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98212,23.71252,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,26,50,80,249,3,3,0,4.0,4.0,4.33,4.0,4.0,3.33,4.0,00002508016,90,90,0,0,0.35
10825,10825,1112569580512361295,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98236280159243,23.714728313646763,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,23,53,83,263,25,25,2,4.52,4.8,4.44,4.84,4.72,4.56,4.44,00002508042,90,90,0,0,2.86
10826,10826,1112570095959790050,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98178,23.71341,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,20,50,80,260,9,9,1,4.56,4.56,4.44,4.78,4.67,4.44,4.56,00002508058,90,90,0,0,1.06
10827,10827,1112572624297487370,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.9819889047662,23.7144799902224,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,24,54,84,264,13,13,1,4.46,4.92,4.77,4.92,4.69,4.69,4.54,00002508084,90,90,0,0,1.49
10828,10828,1112574929258675562,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98207537289752,23.714188631998145,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,20,50,80,260,24,24,2,4.33,4.58,4.33,4.71,4.71,4.13,4.42,00002508090,90,90,0,0,2.88
10829,10829,1112578097331869487,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98186,23.71269,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$25.00,2,10,1,2,10,10,1.8,10.0,19,46,76,253,26,26,0,4.31,4.5,4.27,4.69,4.69,4.27,4.31,00002508117,90,90,0,0,2.97
10830,10830,1112582904343975325,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.9829647,23.7137096,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,26,56,86,266,9,9,0,4.33,4.67,4.22,5.0,4.89,4.78,4.67,00002508143,90,90,0,0,1.06
10831,10831,1112585509567034080,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98258653777486,23.7128358012812,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,19,49,77,253,35,35,4,4.66,4.74,4.77,4.94,4.83,4.23,4.71,00002508159,90,90,0,0,4.13
10832,10832,1112588137595751408,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98187,23.71442,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""City skyline view"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,26,56,86,266,38,38,2,4.63,4.63,4.68,4.87,4.79,4.32,4.5,00002508037,90,90,0,0,4.35
10833,10833,1112591886984667516,2024-12-25,city scrape,541226109,within an hour,99%,99%,f,91,93,"['email', 'phone']",,37.98262,23.71458,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Clothing storage"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Hot water kettle"", ""Wifi""]",$27.00,2,10,1,2,10,10,1.8,10.0,22,52,82,262,4,4,1,5.0,5.0,4.75,5.0,4.75,5.0,5.0,00002508185,90,90,0,0,0.73
